name	kind	description	growth rate	learn set	hp	attk	def	speed	spcattk	spdef	baseexp	breedingcomp	eggmoves	gender	happiness	steps to hatch egg	"wild items (25%,8%"	type	tms/hms
PINSIR	Stag Beetle Pokémon	"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."	"Slow (max: 1,250,000 EXP)"	"  1, 11,  7,116, 13, 20, 19, 69, 25,106, 31, 12, 37, 66, 43, 14"	65	125	100	85	55	70	200	"3,3"	"31, 175"	"50% female, 50% male"	70	6400	","	BUG	  0203    06  08  1011  13  15  17    2021          27        32  3435                444546    49  H1    H4      
TAUROS	Wild Bull Pokémon	"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump."	"Slow (max: 1,250,000 EXP)"	"  1, 33,  4, 39,  8, 99, 13, 30, 19,184, 26,228, 34,156, 43, 37, 53, 36"	75	100	95	110	40	70	211	"5,5"		Always male	70	5120	","	NORMAL	  0203    060708  1011  1314151617    2021  23  252627        32  3435    38          4445              H3H4      
MAGIKARP	Fish Pokémon	"Once it appears, it goes on a ram- page. It remains enraged until it demolishes every- thing around it."	"Slow (max: 1,250,000 EXP)"	"  1,150, 15, 33, 30,175"	20	10	55	80	15	20	20	"12,14"		"50% female, 50% male"	70	1280	","	WATER	                                                                                                                  
GYARADOS	Atrocious Pokémon	It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.	"Slow (max: 1,250,000 EXP)"	"  1, 37, 20, 44, 25, 82, 30, 43, 35,239, 40, 56, 45,240, 50, 63"	95	125	79	81	60	100	214	"12,14"		"50% female, 50% male"	70	1280	","	WATER/FLYING	  0203  05060708  10    131415161718  2021    2425  27        32  3435  3738          4445              H3H4  H6H7
LAPRAS	Transport Pokémon	"Its transformation ability is per- fect. However, if made to laugh, it can't maintain its disguise."	"Slow (max: 1,250,000 EXP)"	"  1, 55,  1, 45,  1, 47,  8, 54, 15, 34, 22,109, 29,195, 36, 58, 43,240, 50,219, 57, 56"	130	85	80	60	85	95	219	"1,2"	"62, 193"	"50% female, 50% male"	70	10240	","	WATER/ICE	  0203    060708  10    131415161718  2021  232425  27  29    32  3435            42  4445        50    H3H4  H6  
DITTO	Transform Pokémon	Its irregularly configured DNA is affected by its surroundings. It evolves if its en- vironment changes.	"Medium (max: 1,000,000 EXP)"	"1,144"	48	48	48	48	48	48	61	"13,13"		Genderless	70	5120	","	NORMAL	                                                                                                                  
EEVEE	Evolution Pokémon	"It prefers beauti- ful shores. With cells similar to water molecules, it could melt in water."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 39,  8, 28, 16, 45, 23, 98, 30, 44, 36,116, 42, 36"	55	55	50	55	45	65	92	"5,5"	"175, 204"	"12.5% female, 87.5% male"	70	8960	","	NORMAL	  0203    06      1011  13      1718  2021  23      27    303132  3435      39      434445                        
VAPOREON	Bubble Jet Pokémon	Every hair on its body starts to stand sharply on end if it becomes charged with electricity.	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 39,  8, 28, 16, 55, 23, 98, 30, 44, 36, 62, 42,114, 47,151, 52, 56"	130	65	60	65	110	95	196	"5,5"		"12.5% female, 87.5% male"	70	8960	","	WATER	  0203  0506      1011  131415161718  2021  23      27    303132  3435      39      434445              H3    H6H7
JOLTEON	Lightning Pokémon	"It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 39,  8, 28, 16, 84, 23, 98, 30, 24, 36, 42, 42, 86, 47, 97, 52, 87"	65	65	60	130	110	95	197	"5,5"		"12.5% female, 87.5% male"	70	8960	","	ELECTRIC	  0203  050607    1011  13  15  1718  2021  23  25  27    303132  3435      39      434445                  H5    
FLAREON	Flame Pokémon	A manmade POKéMON that came about as a result of re- search. It is pro- grammed with only basic motions.	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 39,  8, 28, 16, 52, 23, 98, 30, 44, 36, 83, 42,123, 47, 43, 52, 53"	65	130	60	65	95	110	198	"5,5"		"12.5% female, 87.5% male"	70	8960	","	FIRE	  0203  050607    1011  13  15  1718  2021  23      27    303132  3435    3839      434445                        
PORYGON	Virtual Pokémon	This POKéMON from ancient times is said to have navi- gated the sea by adeptly twisting its 10 tentacles.	"Medium (max: 1,000,000 EXP)"	"  1,176,  1, 33,  1,160,  9, 97, 12, 60, 20,105, 24,159, 32,199, 36,161, 44,192"	65	60	70	40	85	75	130	"10,10"		Genderless	70	5120	","	NORMAL	    03    0607  091011  131415161718  2021  23  25  27  29    32  3435      39    42  44  46      50        H5    
OMANYTE	Spiral Pokémon	"Once wrapped around its prey, it never lets go. It eats the prey by tearing at it with sharp fangs."	"Medium (max: 1,000,000 EXP)"	"  1,132,  1,110, 13, 44, 19, 55, 31, 43, 37,182, 49,246, 55, 56"	35	40	100	35	90	55	120	"2,9"	"61, 62, 21, 48, 114"	"12.5% female, 87.5% male"	70	7680	","	ROCK/WATER	  020304  06  08  10    1314  161718  2021          27        32  3435  37            444546            H3    H6  
OMASTAR	Spiral Pokémon	"This POKéMON lived in ancient times. On rare occasions, it has been discovered as a living fossil."	"Medium (max: 1,000,000 EXP)"	"  1,132,  1,110,  1, 44, 13, 44, 19, 55, 31, 43, 37,182, 40,131, 54,246, 65, 56"	70	60	125	55	115	70	199	"2,9"		"12.5% female, 87.5% male"	70	7680	","	ROCK/WATER	  020304  06  08  10    131415161718  2021          27        32  3435  37            444546            H3    H6  
KABUTO	Shellfish Pokémon	"With sharp claws, this ferocious, ancient POKéMON rips apart prey and sucks their body fluids."	"Medium (max: 1,000,000 EXP)"	"  1, 10,  1,106, 10, 71, 19, 43, 28, 28, 37,203, 46, 72, 55,246"	30	80	90	55	55	45	119	"2,9"	"61, 62, 229, 91, 175"	"12.5% female, 87.5% male"	70	7680	","	ROCK/WATER	    0304  06  08  10    1314  161718192021          27        32  3435  37            444546                      
KABUTOPS	Shellfish Pokémon	This vicious POKé- MON is said to have flown in an- cient skies while shrieking high- pitched cries.	"Medium (max: 1,000,000 EXP)"	"  1, 10,  1,106,  1, 71, 10, 71, 19, 43, 28, 28, 37,203, 40,163, 51, 72, 65,246"	60	115	105	80	65	70	201	"2,9"		"12.5% female, 87.5% male"	70	7680	","	ROCK/WATER	  020304  06  08  10    131415161718192021          27        32  3435  37            444546    49  H1  H3    H6  
AERODACTYL	Fossil Pokémon	Its stomach's di- gestive juices can dissolve any kind of poison. It can even eat things off the ground.	"Slow (max: 1,250,000 EXP)"	"  1, 17,  8, 97, 15, 44, 22, 48, 29,246, 36,184, 43, 36, 50, 63"	80	105	65	130	60	75	202	"4,4"	"18, 228, 193, 211"	"12.5% female, 87.5% male"	70	8960	","	ROCK/FLYING	  0203  0506  08  10    13  15  1718  2021  2324  2627        32  3435  373839      434445  47        H2          
SNORLAX	Sleeping Pokémon	"One of the legen- dary bird POKéMON, it chills moisture in the atmosphere to create snow while flying."	"Slow (max: 1,250,000 EXP)"	"  1, 33,  8,133, 15,111, 22,187, 29, 29, 36,173, 36,156, 43, 34, 50,205, 57, 63"	160	110	65	30	65	110	154	"1,1"	"122, 204"	"12.5% female, 87.5% male"	70	10240	"TERU-SAMA,TERU-SAMA"	NORMAL	01020304  060708091011  131415161718  202122    252627  29303132333435  3738  4041    4445    48        H3H4      
ARTICUNO	Freeze Pokémon	This legendary bird POKéMON is said to appear only when a thun- dercloud parts into two halves.	"Slow (max: 1,250,000 EXP)"	"  1, 16,  1,181, 13, 54, 25, 97, 37,170, 49, 58, 61,115, 73, 59"	90	85	100	85	95	125	215	"15,15"		Genderless	35	20480	","	ICE/FLYING	    03  0506  08  1011  131415161718  2021          27      3132  3435  37  39      4344    47        H2          
ZAPDOS	Electric Pokémon	This legendary bird POKéMON is said to bring early spring to the wintry lands it visits.	"Slow (max: 1,250,000 EXP)"	"  1, 64,  1, 84, 13, 86, 25, 97, 37,197, 49, 65, 61,113, 73, 87"	90	90	85	100	125	90	216	"15,15"		Genderless	35	20480	","	ELECTRIC/FLYING	    03  05060708  1011  13  15  1718  2021      25  27      3132  3435  37  39      4344    47        H2    H5    
MOLTRES	Flame Pokémon	This POKéMON is full of life ener- gy. It continually sheds its skin and grows steadily larger.	"Slow (max: 1,250,000 EXP)"	"  1, 17,  1, 52, 13, 83, 25, 97, 37,203, 49, 53, 61,219, 73,143"	90	100	90	90	125	85	217	"15,15"		Genderless	35	20480	","	FIRE/FLYING	    03  0506  08  1011  13  15  1718  2021          27      3132  3435  373839      4344    47        H2          
DRATINI	Dragon Pokémon	Its crystalline orbs appear to give this POKéMON the power to freely control the weather.	"Slow (max: 1,250,000 EXP)"	"  1, 35,  1, 43,  8, 86, 15,239, 22, 82, 29, 21, 36, 97, 43,219, 50,200, 57, 63"	41	64	45	50	50	50	67	"2,14"	"113, 54, 114, 48"	"50% female, 50% male"	35	10240	",MYSTERYBERRY"	DRAGON	  0203    0607    10    1314  161718  2021  232425  27        32  3435    3839      434445              H3      H7
DRAGONAIR	Dragon Pokémon	This marine POKé- MON has an impres- sive build that lets it freely fly over raging seas without trouble.	"Slow (max: 1,250,000 EXP)"	"  1, 35,  1, 43,  1, 86,  1,239,  8, 86, 15,239, 22, 82, 29, 21, 38, 97, 47,219, 56,200, 65, 63"	61	84	65	70	70	70	144	"2,14"		"50% female, 50% male"	35	10240	",MYSTERYBERRY"	DRAGON	  0203    0607    10    1314  161718  2021  232425  27        32  3435    3839      434445              H3      H7
DRAGONITE	Dragon Pokémon	"It usually remains motionless to con- serve energy, so that it may un- leash its full power in battle."	"Slow (max: 1,250,000 EXP)"	"  1, 35,  1, 43,  1, 86,  1,239,  8, 86, 15,239, 22, 82, 29, 21, 38, 97, 47,219, 55, 17, 61,200, 75, 63"	91	134	95	80	100	100	218	"2,14"		"50% female, 50% male"	35	10240	",MYSTERYBERRY"	DRAGON/FLYING	010203    060708  10    131415161718  2021  232425  27      3132333435  373839  41  434445  474849    H2H3H4  H6H7
MEWTWO	Genetic Pokémon	"Its DNA is said to contain the genet- ic codes of all POKéMON, so it can use all kinds of techniques."	"Slow (max: 1,250,000 EXP)"	"  1, 93,  1, 50, 11,112, 22,129, 33,244, 44,248, 55, 54, 66, 94, 77,133, 88,105, 99,219"	106	110	90	130	154	90	220	"15,15"		Genderless	0	30720	",DRAGON SCALE"	PSYCHIC	010203    060708091011  131415161718  20212223  25  27  29303132333435    3839  41424344      48  50      H4H5    
MEW	New Species Pokémon	Its pleasantly aromatic leaves have the ability to check the hu- midity and tem- perature.	"Parabolic (max: 1,059,860 EXP)"	"  1,  1, 10,144, 20,  5, 30,118, 40, 94, 50,246"	100	100	100	100	100	100	64	"15,15"		Genderless	100	30720	",MAGNET"	PSYCHIC	0102030405060708091011121314151617181920212223242526272829303132333435363738394041424344454647484950H1H2H3H4H5H6H7
CHIKORITA	Leaf Pokémon	A spicy aroma ema- nates from around its neck. The aroma acts as a stimulant to re- store health.	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 45,  8, 75, 12,115, 15, 77, 22,235, 29, 34, 36,113, 43,219, 50, 76"	45	49	65	45	49	65	64	"1,7"	"22, 73, 68, 246, 175"	"12.5% female, 87.5% male"	70	5120	","	GRASS	  0203    06      10111213      17  1920212223      27      3132  3435              434445          H1      H5    
BAYLEEF	Leaf Pokémon	MEGANIUM's breath has the power to revive dead grass and plants. It can make them healthy again.	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 45,  1, 75,  1,115,  8, 75, 12,115, 15, 77, 23,235, 31, 34, 39,113, 47,219, 55, 76"	60	62	80	60	63	80	141	"1,7"		"12.5% female, 87.5% male"	70	5120	","	GRASS	  0203    06  08  10111213      17  1920212223      27      3132  3435              434445      49  H1    H4H5    
MEGANIUM	Herb Pokémon	"It usually stays hunched over. If it is angry or surprised, it shoots flames out of its back."	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 45,  1, 75,  1,115,  8, 75, 12,115, 15, 77, 23,235, 31, 34, 41,113, 51,219, 61, 76"	80	82	100	80	83	100	208	"1,7"		"12.5% female, 87.5% male"	70	5120	","	GRASS	  0203    06  08  10111213  15  17  1920212223    2627      3132  3435              434445      49  H1    H4H5    
CYNDAQUIL	Fire Mouse Pokémon	This POKéMON is fully covered by nonflammable fur. It can withstand any kind of fire attack.	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 43,  6,108, 12, 52, 19, 98, 27,172, 36,129, 46, 53"	39	52	43	65	60	50	65	"5,5"	"154, 98, 179, 37, 193"	"12.5% female, 87.5% male"	70	5120	","	FIRE	  020304  06      1011  13      17    2021  23      2728    3132  3435    383940    434445          H1            
QUILAVA	Volcano Pokémon	"It has a secret, devastating move. It rubs its blaz-  ing fur together to cause huge explosions."	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 43,  1,108,  6,108, 12, 52, 21, 98, 31,172, 42,129, 54, 53"	58	64	58	80	80	65	142	"5,5"		"12.5% female, 87.5% male"	70	5120	","	FIRE	  0203040506  08  1011  13      17    2021  23      2728    3132  3435    383940    434445      49  H1    H4      
TYPHLOSION	Volcano Pokémon	It is small but rough and tough. It won't hesitate to take a bite out of anything that moves.	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 43,  1,108,  1, 52,  6,108, 12, 52, 21, 98, 31,172, 45,129, 60, 53"	78	84	78	100	109	85	209	"5,5"		"12.5% female, 87.5% male"	70	5120	","	FIRE	010203040506  08  1011  13  15  17    2021  23    262728    3132  3435    38394041  434445    4849  H1    H4      
TOTODILE	Big Jaw Pokémon	"It opens its huge jaws wide when attacking. If it loses any fangs while biting, they grow back in."	"Parabolic (max: 1,059,860 EXP)"	"  1, 10,  1, 43,  7, 99, 13, 55, 20, 44, 27,184, 35,163, 43,103, 52, 56"	50	65	64	43	44	48	66	"1,2"	"242, 37, 56, 246, 13, 157"	"12.5% female, 87.5% male"	70	5120	","	WATER	010203    06      10    1314  161718  2021  23      2728    3132333435              434445          H1  H3    H6  
CROCONAW	Big Jaw Pokémon	"It is hard for it to support its own weight out of water, so it gets down on all fours. But it moves fast."	"Parabolic (max: 1,059,860 EXP)"	"  1, 10,  1, 43,  1, 99,  7, 99, 13, 55, 21, 44, 28,184, 37,163, 45,103, 55, 56"	65	80	80	58	59	63	143	"1,2"		"12.5% female, 87.5% male"	70	5120	","	WATER	010203  0506  08  10    1314  161718  2021  23      2728    3132333435              434445      49  H1  H3H4  H6  
FERALIGATR	Big Jaw Pokémon	"It stands on its tail so it can see a long way. If it spots an enemy, it cries loudly to warn its kind."	"Parabolic (max: 1,059,860 EXP)"	"  1, 10,  1, 43,  1, 99,  1, 55,  7, 99, 13, 55, 21, 44, 28,184, 38,163, 47,103, 58, 56"	85	105	100	78	79	83	210	"1,2"		"12.5% female, 87.5% male"	70	5120	","	WATER	010203  0506  08  10    131415161718  2021  23    262728    3132333435              434445      49  H1  H3H4  H6  
SENTRET	Scout Pokémon	"There is no tell- ing where the tail begins. Despite its short legs, it is quick at hunt- ing RATTATA."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  5,111, 11, 98, 17,154, 25, 21, 33,156, 41,133"	35	46	34	20	35	45	57	"5,5"	"38, 228, 163, 116, 179"	"50% female, 50% male"	70	3840	",UP-GRADE"	NORMAL	01020304  06      1011  13      17    2021  23      2728  303132333435      394041  43444546  4849  H1  H3        
FURRET	Long Body Pokémon	"It has a perfect sense of time. Whatever happens, it keeps rhythm by precisely tilting its head in time."	"Medium (max: 1,000,000 EXP)"	"  1, 10,  1,111,  1, 98,  5,111, 11, 98, 18,154, 28, 21, 38,156, 48,133"	85	76	64	90	45	55	116	"5,5"		"50% female, 50% male"	70	3840	"UP-GRADE,BERRY"	NORMAL	01020304  06      1011  13  15  17    2021  23      2728  303132333435      394041  43444546  4849  H1  H3H4      
HOOTHOOT	Owl Pokémon	"When it needs to think, it rotates its head 180 de- grees to sharpen its intellectual power."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 45,  6,193, 11, 64, 16, 95, 22,115, 28, 36, 34, 93, 48,138"	60	30	30	50	36	56	58	"4,4"	"119, 48, 185, 17, 18"	"50% female, 50% male"	70	3840	","	NORMAL/FLYING	    03    06      1011  13      17    2021          27      3132  3435      39    424344454647    50  H2    H5    
NOCTOWL	Owl Pokémon	"When the weather turns cold, lots of LEDYBA gather from everywhere to cluster and keep each other warm."	"Medium (max: 1,000,000 EXP)"	"  1, 33,  1, 45,  1,193,  1, 64,  6,193, 11, 64, 16, 95, 25,115, 33, 36, 41, 93, 57,138"	100	50	50	70	76	96	162	"4,4"		"50% female, 50% male"	70	3840	","	NORMAL/FLYING	    03    06      1011  13  15  17    2021          27      3132  3435      39    424344454647    50  H2    H5    
LEDYBA	Five Star Pokémon	The star patterns on its back grow larger or smaller depending on the number of stars in the night sky.	"Fast (max: 800,000 EXP)"	"  1, 33,  8, 48, 15,  4, 22,113, 22,115, 22,219, 29,226, 36,129, 43, 97, 50, 38"	40	20	30	55	40	80	54	"3,3"	"60, 117, 113"	"50% female, 50% male"	70	3840	","	BUG/FLYING	01020304  06      10111213      17  19202122        2728      32333435      39  41    444546                H5    
LEDIAN	Five Star Pokémon	It spins a web using fine--but durable--thread. It then waits pa- tiently for prey to be trapped.	"Fast (max: 800,000 EXP)"	"  1, 33,  1, 48,  8, 48, 15,  4, 24,113, 24,115, 24,219, 33,226, 42,129, 51, 97, 60, 38"	55	35	50	85	55	110	134	"3,3"		"50% female, 50% male"	70	3840	","	BUG/FLYING	01020304  06      10111213  15  17  19202122        2728      32333435      39  41    444546                H5    
SPINARAK	String Spit Pokémon	A single strand of a special string is endlessly spun out of its rear. The string leads back to its nest.	"Fast (max: 800,000 EXP)"	"  1, 40,  1, 81,  6,184, 11,132, 17,101, 23,141, 30,154, 37,169, 45,103, 53, 94"	40	60	40	30	40	40	54	"3,3"	"60, 50, 49, 226, 228"	"50% female, 50% male"	70	3840	","	BUG/POISON	    03    06      1011  13      17  19202122        272829    32  343536              444546                H5    
ARIADOS	Long Leg Pokémon	The development of wings on its legs enables it to fly fast but also makes it tough to stop and rest.	"Fast (max: 800,000 EXP)"	"  1, 40,  1, 81,  1,184,  1,132,  6,184, 11,132, 17,101, 25,141, 34,154, 43,169, 53,103, 63, 94"	70	90	70	40	60	60	134	"3,3"		"50% female, 50% male"	70	3840	","	BUG/POISON	    03    06      1011  13  15  17  19202122        272829    32  343536              444546                H5    
CROBAT	Bat Pokémon	"On the dark ocean floor, its only means of communi- cation is its constantly flash- ing lights."	"Medium (max: 1,000,000 EXP)"	"  1,103,  1,141,  1, 48,  6, 48, 12, 44, 19,109, 30, 17, 42,212, 55,114"	85	90	80	130	70	80	204	"4,4"		"50% female, 50% male"	70	3840	","	POISON/FLYING	    03    06      1011  13  15  17  192021          27        32  3435      39      4344454647        H2          
CHINCHOU	Angler Pokémon	"It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp."	"Slow (max: 1,250,000 EXP)"	"  1,145,  1, 86,  5, 48, 13,175, 17, 55, 25,209, 29,109, 37, 36, 41, 56"	75	38	38	67	56	56	90	"12,12"	"175, 48, 103"	"50% female, 50% male"	70	5120	","	WATER/ELECTRIC	    03    0607    10    13      1718  2021      25  27        32  3435                4445              H3  H5H6H7
LANTURN	Light Pokémon	"Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself."	"Slow (max: 1,250,000 EXP)"	"  1,145,  1, 86,  1, 48,  5, 48, 13,175, 17, 55, 25,209, 33,109, 45, 36, 53, 56"	125	58	58	67	76	76	156	"12,12"		"50% female, 50% male"	70	5120	","	WATER/ELECTRIC	    03    0607    10    13  15  1718  2021      25  27        32  3435                4445              H3  H5H6H7
PICHU	Tiny Mouse Pokémon	"When numerous me- teors illuminate the night sky, sightings of CLEFFA strangely increase."	"Medium (max: 1,000,000 EXP)"	"  1, 84,  1,204,  6, 39,  8, 86, 11,186"	20	40	15	60	35	35	42	"15,15"	"179, 117, 217, 227, 3"	"50% female, 50% male"	70	2560	",UP-GRADE"	ELECTRIC	  020304  0607    10    13      1718  2021  23  25  27      3132  3435      3940    434445                  H5    
CLEFFA	Star Shape Pokémon	"Its extremely flexible and elas- tic body makes it bounce continuous- ly--anytime, any- where."	"Fast (max: 800,000 EXP)"	"  1,  1,  1,204,  4,227,  8, 47, 13,186"	50	25	28	15	45	55	37	"15,15"	"217, 118, 133, 187, 150, 102"	"75% female, 25% male"	140	2560	"TERU-SAMA,BICYCLE"	NORMAL	  020304  0607  091011  13    161718  20212223      27  29303132  3435    38  40  42434445        50        H5    
IGGLYBUFF	Balloon Pokémon	A proverb claims that happiness will come to any- one who can make a sleeping TOGEPI stand up.	"Fast (max: 800,000 EXP)"	"  1, 47,  1,204,  4,111,  9,  1, 14,186"	90	30	15	15	40	20	39	"15,15"	"195, 217, 185"	"75% female, 25% male"	70	2560	","	NORMAL	  020304  0607  091011  13    161718  202122        27  29303132  3435    38  40  42434445        50        H5    
TOGEPI	Spike Ball Pokémon	It grows dispirit- ed if it is not with kind people. It can float in midair without moving its wings.	"Fast (max: 800,000 EXP)"	"  1, 45,  1,204,  7,118, 18,186, 25,227, 31,219, 38, 38"	35	20	65	20	40	65	74	"15,15"	"217, 119, 64, 193, 248"	"12.5% female, 87.5% male"	70	2560	","	NORMAL	  020304  060708091011  13      1718  202122        27  29303132  3435    383940  42434445                  H5    
TOGETIC	Happiness Pokémon	"It usually forages for food on the ground but may, on rare occasions, hop onto branches to peck at shoots."	"Fast (max: 800,000 EXP)"	"  1, 45,  1,204,  7,118, 18,186, 25,227, 31,219, 38, 38"	55	40	85	40	80	105	114	"4,6"		"12.5% female, 87.5% male"	70	2560	","	NORMAL/FLYING	  020304  060708091011  13  15  1718  202122        27  29303132  3435    383940  42434445  47        H2    H5    
NATU	Tiny Bird Pokémon	"In South America, it is said that its right eye sees the future and its left eye views the past."	"Medium (max: 1,000,000 EXP)"	"  1, 64,  1, 43, 10,101, 20,100, 30,248, 40,109, 50, 94"	40	50	45	70	70	45	73	"4,4"	"114, 65, 98, 185, 211"	"50% female, 50% male"	70	5120	","	PSYCHIC/FLYING	    03    06    091011  13      17  19202122        27  29    32  3435      39    4243444546      50        H5    
XATU	Mystic Pokémon	"Its fleece grows continually. In the summer, the fleece is fully shed, but it grows back in a week."	"Medium (max: 1,000,000 EXP)"	"  1, 64,  1, 43,  1,101, 10,101, 20,100, 35,248, 50,109, 65, 94"	65	75	70	95	95	70	171	"4,4"		"50% female, 50% male"	70	5120	","	PSYCHIC/FLYING	    03    06    091011  13  15  17  19202122        27  29    32  3435      39    4243444546      50  H2    H5    
MAREEP	Wool Pokémon	Its fluffy fleece easily stores electricity. Its rubbery hide keeps it from being electrocuted.	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 45,  9, 84, 16, 86, 23,178, 30,113, 37, 87"	55	40	40	35	65	45	59	"1,5"	"85, 36, 34, 219, 103, 115"	"50% female, 50% male"	70	5120	","	ELECTRIC	  0203    0607    10    13      1718  2021  23  25  27        32  3435      3940      4445                  H5    
FLAAFFY	Wool Pokémon	The bright light on its tail can be seen far away. It has been treasured since ancient times as a beacon.	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 45,  1, 84,  9, 84, 18, 86, 27,178, 36,113, 45, 87"	70	55	55	45	80	60	117	"1,5"		"50% female, 50% male"	70	5120	","	ELECTRIC	010203    060708  10    13      1718  2021  23  25  27        32  3435      394041    4445    48          H4H5    
AMPHAROS	Light Pokémon	"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound."	"Parabolic (max: 1,059,860 EXP)"	"  1, 33,  1, 45,  1, 84,  1, 86,  9, 84, 18, 86, 27,178, 30,  9, 42,113, 57, 87"	90	75	75	55	115	90	194	"1,5"		"50% female, 50% male"	70	5120	","	ELECTRIC	010203    060708  10    13  15  1718  2021  23  25  27        32  3435      394041    4445    48          H4H5    
BELLOSSOM	Flower Pokémon	"The end of its tail serves as a buoy that keeps it from drowning, even in a vicious current."	"Parabolic (max: 1,059,860 EXP)"	"  1, 71,  1,230,  1, 78,  1, 80, 55, 76"	75	80	85	50	90	100	184	"7,7"		"50% female, 50% male"	70	5120	","	GRASS	    03    06      10111213  15  17  19202122        27        32  3435                4445          H1      H5    
MARILL	Aqua Mouse Pokémon	"When it plays in water, it rolls up its elongated ears to prevent their insides from get- ting wet."	"Fast (max: 800,000 EXP)"	"  1, 33,  3,111,  6, 39, 10, 55, 15,205, 21, 61, 28, 38, 36,240"	70	20	50	40	20	50	58	"2,6"	"113, 217, 133, 248, 187, 195, 48, 193"	"50% female, 50% male"	70	2560	","	WATER	01020304  06      10    1314  161718  2021  23      27      3132333435      3940      4445              H3    H6H7
AZUMARILL	Aqua Rabbit Pokémon	"It disguises it- self as a tree to avoid attack. It hates water, so it will disappear if it starts raining."	"Fast (max: 800,000 EXP)"	"  1, 33,  1,111,  1, 39,  1, 55,  3,111,  6, 39, 10, 55, 15,205, 25, 61, 36, 38, 48,240"	100	50	80	50	50	80	153	"2,6"		"50% female, 50% male"	70	2560	","	WATER	01020304  06  08  10    131415161718  2021  23      27      3132333435      3940      4445              H3H4  H6H7
SUDOWOODO	Imitation Pokémon	"Whenever three or more of these get together, they sing in a loud voice that sounds like bellowing."	"Medium (max: 1,000,000 EXP)"	"  1, 88,  1,102, 10,175, 19, 67, 28,157, 37,185, 46, 21"	70	100	115	30	30	65	135	"10,10"	120	"50% female, 50% male"	70	5120	","	ROCK	01020304  06  08091011  13      17    2021        262728    3132333435  37    4041    444546  48          H4      
POLITOED	Frog Pokémon	"Its body is so light, it must grip the ground firmly with its feet to keep from being blown away."	"Parabolic (max: 1,059,860 EXP)"	"  1, 55,  1, 95,  1,  3,  1,195, 35,195, 51,207"	90	75	75	70	90	100	185	"2,2"		"50% female, 50% male"	70	5120	",POISON BARB"	WATER	010203    06  08  10    131415161718  2021        2627  29  3132333435        40    43444546            H3H4  H6H7
HOPPIP	Cottonweed Pokémon	It spreads its petals to absorb sunlight. It also floats in the air to get closer to the sun.	"Parabolic (max: 1,059,860 EXP)"	"  1,150,  1,235,  5, 39, 10, 33, 13, 77, 15, 78, 17, 79, 20, 73, 25,178, 30, 72"	35	35	40	50	35	55	74	"6,7"	"93, 45, 227, 38, 115, 133, 6"	"50% female, 50% male"	70	5120	","	GRASS/FLYING	  0203    06      10111213      17  19202122        27        32  3435        40      4445                  H5    
SKIPLOOM	Cottonweed Pokémon	Drifts on seasonal winds and spreads its cotton-like spores all over the world to make more offspring.	"Parabolic (max: 1,059,860 EXP)"	"  1,150,  1,235,  1, 39,  1, 33,  5, 39, 10, 33, 13, 77, 15, 78, 17, 79, 22, 73, 29,178, 36, 72"	55	45	50	80	45	65	136	"6,7"		"50% female, 50% male"	70	5120	","	GRASS/FLYING	  0203    06      10111213      17  19202122        27        32  3435        40      4445                  H5    
JUMPLUFF	Cottonweed Pokémon	"It lives atop tall trees. When leap- ing from branch to branch, it deftly uses its tail for balance."	"Parabolic (max: 1,059,860 EXP)"	"  1,150,  1,235,  1, 39,  1, 33,  5, 39, 10, 33, 13, 77, 15, 78, 17, 79, 22, 73, 33,178, 44, 72"	75	55	70	110	55	85	176	"6,7"		"50% female, 50% male"	70	5120	","	GRASS/FLYING	  0203    06      10111213  15  17  19202122        27        32  3435        40      4445                  H5    
