no	name	kind	entries	growth rate	rareness	attacks learned	hp	atkk	def	speed	spattk	spdef	base exp	breeding compa	egg moves	gender	happiness	steps to hatch	wild items	effort points	abilities	types	tmshms
258	MUDKIP	Mud Fish Pokémon	"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  6,189, 10, 55, 15,117, 19,193, 24,300, 28, 36, 33,250, 37,182, 42, 56, 46,283"	50	70	50	40	50	50	65	"1,2"	"287, 253, 174, 23, 301, 243, 68, 246, 250, 44, 38, 426"	"12.5% female, 87.5% male"	70	5120	","	"0,1,0,0,0,0"	Torrent	WATER	    03    0607    10    1314    1718    21  23      2728      32            39    42434445                        58                                      78  80  8283      87    90        H3H4  H6H7  
259	MARSHTOMP	Mud Fish Pokémon	It can swim while towing a large ship. It bashes down foes with a swing of its thick arms.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  1,189,  1, 55,  6,189, 10, 55, 15,117, 16,341, 20,193, 25,426, 31, 36, 37,330, 42,182, 46, 89, 53,283"	70	85	70	50	60	70	143	"1,2"		"12.5% female, 87.5% male"	70	5120	","	"0,2,0,0,0,0"	Torrent	WATER/GROUND	    03    0607    10    1314    1718    21  23    262728    3132            39    42434445                    56  58                                  76  78  80  8283      87    90        H3H4  H6H7  
260	SWAMPERT	Mud Fish Pokémon	"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 33,  1, 45,  1,189,  1, 55,  6,189, 10, 55, 15,117, 16,341, 20,193, 25,426, 31, 36, 39,330, 46,182, 52, 89, 61,283, 69,359"	100	110	90	60	85	90	210	"1,2"		"12.5% female, 87.5% male"	70	5120	","	"0,3,0,0,0,0"	Torrent	WATER/GROUND	01  03  050607    10    131415  1718    21  23    262728    3132            39    42434445            52      56  58                  68    7172      76  78  80  8283      87    90        H3H4  H6H7H8
261	POOCHYENA	Bite Pokémon	It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  5,336,  9, 28, 13, 44, 17,316, 21, 46, 25,207, 29,372, 33,184, 37,269, 41,373, 45, 36, 49,389, 53,242"	35	55	35	35	30	30	55	"5,5"	"310, 305, 343, 43, 281, 389, 423, 424, 422, 382"	"50% female, 50% male"	70	3840	","	"0,1,0,0,0,0"	"Run Away, Quick Feet"	DARK	        0506      101112        1718    21  23      2728  30  32                414243444546    49                58        63    66                      7879    8283      87    90              H6    
262	MIGHTYENA	Bite Pokémon	It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.	"Medium (max: 1,000,000 EXP)"	127	"  1, 33,  1,336,  1, 28,  1, 44,  5,336,  9, 28, 13, 44, 17,316, 22, 46, 27,207, 32,372, 37,184, 42,269, 47,373, 52, 36, 57,168, 62,389"	70	90	70	70	60	60	128	"5,5"		"50% female, 50% male"	70	3840	","	"0,2,0,0,0,0"	"Intimidate, Quick Feet"	DARK	        0506      101112    15  1718    21  23      2728  30  32                414243444546    49                58        63    66  68                  7879    8283      87    90          H4  H6    
263	ZIGZAGOON	TinyRaccoon Pokémon	"It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails."	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  1, 45,  5, 39,  9, 29, 13, 28, 17,316, 21,300, 25, 42, 29,343, 33,175, 37,156, 41,187, 45,374"	38	30	41	60	30	41	60	"5,5"	"204, 228, 164, 321, 271, 270, 189"	"50% female, 50% male"	70	3840	","	"0,0,0,1,0,0"	"Pickup, Gluttony"	NORMAL	    03    06      1011  1314    1718    21  232425  2728  30  32  34              4243444546                  565758                            73        78      8283    8687    90    H1  H3    H6    
264	LINOONE	Rushing Pokémon	"It loves to eat leaves. If it is attacked by a STARLY, it will defend itself with its spiked rear."	"Medium (max: 1,000,000 EXP)"	90	"  1,415,  1, 33,  1, 45,  1, 39,  1, 29,  5, 39,  9, 29, 13, 28, 17,316, 23,300, 29,154, 35,343, 41,163, 47,156, 53,187, 59,374"	78	70	61	100	50	61	128	"5,5"		"50% female, 50% male"	70	3840	"TERU-SAMA,"	"0,0,0,2,0,0"	"Pickup, Gluttony"	NORMAL	    03  0506      1011  131415  1718    21  232425  2728  30  32  34              4243444546                  565758            65    68        73        78      8283    8687    90    H1  H3H4  H6    
265	WURMPLE	Worm Pokémon	It anchors itself by wrapping twigs with the silk from its body. It motionlessly awaits evolution.	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  1, 81,  5, 40"	45	45	35	20	20	30	54	"3,3"		"50% female, 50% male"	70	3840	","	"1,0,0,0,0,0"	Shield Dust	BUG	                                                                                                                                                                                                        
266	SILCOON	Cocoon Pokémon	"It has an aggressive nature. It stabs prey with its long, narrow mouth to drain the prey’s fluids."	"Medium (max: 1,000,000 EXP)"	120	"  1,106,  7,106"	50	35	55	15	25	25	72	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,2,0,0,0"	Shed Skin	BUG	                                                                                                                                                                                                        
267	BEAUTIFLY	Butterfly Pokémon	It is hot inside its cocoon. All the cells in its body create the energy for it to evolve.	"Medium (max: 1,000,000 EXP)"	45	"  1, 71, 10, 71, 13, 16, 17, 78, 20,234, 24, 72, 27, 18, 31,213, 34,318, 38,202, 41,405"	60	70	50	65	90	50	161	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,0,0,3,0"	Swarm	BUG/FLYING	          06      1011      15  17  19202122        27  2930  32              40  4243444546        51  53        58      62          68  70              78      8283      87  8990            H5      
268	CASCOON	Cocoon Pokémon	"A nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards."	"Medium (max: 1,000,000 EXP)"	120	"  1,106,  7,106"	50	35	55	15	25	25	72	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,2,0,0,0"	Shed Skin	BUG	                                                                                                                                                                                                        
269	DUSTOX	Poison Moth Pokémon	It looks like an aquatic plant and serves as a ferry to Pokémon that can’t swim.	"Medium (max: 1,000,000 EXP)"	45	"  1, 93, 10, 93, 13, 16, 17,182, 20,236, 24, 60, 27, 18, 31,113, 34,318, 38, 92, 41,405"	60	50	70	65	50	90	161	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,0,0,0,3"	Shield Dust	BUG/POISON	          06      1011      151617  19  2122        27  2930  32      36      40  4243444546        51  53        58      62          68  70              78      8283      87  8990            H5      
270	LOTAD	Water Weed Pokémon	"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."	"Parabolic (max: 1,059,860 EXP)"	255	"  1,310,  3, 45,  5, 71,  7,267, 11, 54, 15,363, 19, 72, 27,428, 35,240, 43,412"	40	30	30	30	40	50	74	"2,7"	"235, 75, 230, 73, 175, 55, 321"	"50% female, 50% male"	70	3840	","	"0,0,0,0,0,1"	"Swift Swim, Rain Dish"	WATER/GRASS	    03    0607  091011  1314    171819  2122        27        32                  4243444546            53        58                      70        75    78      8283    8687    90        H3          
271	LOMBRE	Jolly Pokémon	"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."	"Parabolic (max: 1,059,860 EXP)"	120	"  1,310,  3, 45,  5, 71,  7,267, 11,252, 15,154, 19,346, 27,428, 35,253, 43, 56"	60	50	50	50	60	70	141	"2,7"		"50% female, 50% male"	70	3840	","	"0,0,0,0,0,2"	"Swift Swim, Rain Dish"	WATER/GRASS	    03    0607  091011  1314    171819  2122        27      3132                  4243444546            53    56  58  60                  70        75    78      8283    8687    90        H3H4  H6H7  
272	LUDICOLO	Carefree Pokémon	"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon."	"Parabolic (max: 1,059,860 EXP)"	45	"  1,310,  1, 45,  1, 72,  1,267"	80	70	70	70	90	100	181	"2,7"		"50% female, 50% male"	70	3840	","	"0,0,0,0,0,3"	"Swift Swim, Rain Dish"	WATER/GRASS	01  03    0607  091011  131415  171819  2122        27      3132                  4243444546          5253    56  58  60              68  70        75    78      8283    8687    90        H3H4  H6H7H8
273	SEEDOT	Acorn Pokémon	The sound of its grass flute makes its listeners uneasy. It lives deep in forests.	"Parabolic (max: 1,059,860 EXP)"	255	"  1,117,  3,106,  7, 74, 13,267, 21,235, 31,241, 43,153"	40	40	50	30	30	30	74	"5,7"	"73, 133, 98, 13, 36, 206, 388, 417"	"50% female, 50% male"	70	3840	","	"0,0,1,0,0,0"	"Chlorophyll, Early Bird"	GRASS	          06    091011          17  19  2122        2728  30  32                  42434445              53        58          64          70        75    78      8283    8687    90              H6    
274	NUZLEAF	Wily Pokémon	"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."	"Parabolic (max: 1,059,860 EXP)"	120	"  1, 75,  1,  1,  3,106,  7, 74, 13,267, 19,252, 25,259, 31,185, 37, 13, 43,207, 49,326"	70	70	40	60	60	40	141	"5,7"		"50% female, 50% male"	70	3840	","	"0,2,0,0,0,0"	"Chlorophyll, Early Bird"	GRASS/DARK	          06    091011      15  17  19  2122        2728  303132            39  414243444546            53    56  58        6364  66      70        75  77787980  8283    8687    90    H1    H4  H6    
275	SHIFTRY	Wicked Pokémon	It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,185,  1, 18,  1,417,  1, 75, 49,437"	90	100	60	80	90	60	181	"5,7"		"50% female, 50% male"	70	3840	","	"0,3,0,0,0,0"	"Chlorophyll, Early Bird"	GRASS/DARK	          06    091011      15  17  19  2122        2728  303132            3940414243444546          5253    56  58      626364  66  68  70        75  77787980818283    8687    90    H1    H4H5H6    
276	TAILLOW	TinySwallow Pokémon	"It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."	"Parabolic (max: 1,059,860 EXP)"	200	"  1, 64,  1, 45,  4,116,  8, 98, 13, 17, 19,104, 26,283, 34,332, 43, 97, 53,403"	40	55	30	85	30	30	59	"4,4"	"228, 48, 287, 119, 99, 143, 18, 413"	"50% female, 50% male"	70	3840	","	"0,0,0,1,0,0"	Guts	NORMAL/FLYING	          06      1011          1718    21          27        32              40  424344454647      51            58                                      78      8283      87888990      H2    H5      
277	SWELLOW	Swallow Pokémon	"It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights."	"Parabolic (max: 1,059,860 EXP)"	45	"  1,365,  1, 64,  1, 45,  1,116,  1, 98,  4,116,  8, 98, 13, 17, 19,104, 28,283, 38,332, 49, 97, 61,403"	60	85	60	125	50	50	162	"4,4"		"50% female, 50% male"	70	3840	","	"0,0,0,2,0,0"	Guts	NORMAL/FLYING	          06      1011      15  1718    21          27        32              40  424344454647      51            58                  68                  78      8283      87888990      H2    H5      
278	WINGULL	Seagull Pokémon	"It dips its large bill in the sea, then scoops up numerous prey along with water."	"Medium (max: 1,000,000 EXP)"	190	"  1, 45,  1, 55,  6, 48, 11, 17, 16, 54, 19,352, 24, 98, 29,355, 34,228, 37, 97, 42,332, 47,403"	40	30	30	85	55	30	64	"2,4"	"54, 239, 97, 16, 346, 392, 282"	"50% female, 50% male"	70	5120	","	"0,0,0,1,0,0"	Keen Eye	WATER/FLYING	    03    0607    10    1314    1718    21          27        32  34          40  424344454647      51      55    58                                      78      8283      87888990      H2    H5      
279	PELIPPER	Water Bird Pokémon	It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people.	"Medium (max: 1,000,000 EXP)"	45	"  1, 45,  1, 55,  1,346,  1, 17,  6, 48, 11, 17, 16, 54, 19,352, 24,371, 25,182, 31,355, 38,254, 38,256, 38,255, 43,374, 50,366, 57, 56"	60	50	100	65	85	70	164	"2,4"		"50% female, 50% male"	70	5120	","	"0,0,2,0,0,0"	Keen Eye	WATER/FLYING	    03    0607    10    131415  1718    21          27        32  34          40  424344454647      51      5556  58              66  68                  78      8283      87888990      H2H3  H5      
280	RALTS	Feeling Pokémon	It is highly perceptive of its Trainer’s feelings. It dances when it is feeling happy.	"Slow (max: 1,250,000 EXP)"	235	"  1, 45,  6, 93, 10,104, 12,100, 17,381, 21,345, 23,347, 28, 94, 32,286, 34,248, 39,204, 43, 95, 45,138"	28	25	25	40	45	35	70	"11,11"	"50, 261, 212, 262, 194, 288, 425, 109"	"50% female, 50% male"	35	5120	","	"0,0,0,0,1,0"	"Synchronize, Trace"	PSYCHIC	      04  06      101112      161718  2021    24    27  2930  323334            414243444546  4849            565758                67    70    73      7778      8283  858687    90  92                
281	KIRLIA	Emotion Pokémon	It will try to guard its trusted Trainer with its life. It has the ability to see the future.	"Slow (max: 1,250,000 EXP)"	120	"  1, 45,  1, 93,  1,104,  1,100,  6, 93, 10,104, 12,100, 17,381, 22,345, 25,347, 31, 94, 36,286, 39,248, 45,204, 50, 95, 53,138"	38	35	35	50	65	55	140	"11,11"		"50% female, 50% male"	35	5120	","	"0,0,0,0,2,0"	"Synchronize, Trace"	PSYCHIC	      04  06      101112      161718  2021    24    27  2930  323334            414243444546  4849            565758                67    70    73      7778      8283  858687    90  92                
282	GARDEVOIR	Embrace Pokémon	It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.	"Slow (max: 1,250,000 EXP)"	45	"  1,361,  1, 45,  1, 93,  1,104,  1,100,  6, 93, 10,104, 12,100, 17,273, 22,345, 25,347, 33, 94, 40,286, 45,248, 53,445, 60, 95, 65,138"	68	65	65	80	125	115	208	"11,11"		"50% female, 50% male"	35	5120	","	"0,0,0,0,3,0"	"Synchronize, Trace"	PSYCHIC	      04  06      101112    15161718  2021    24    27  2930  323334            414243444546  4849    5253    565758                6768  70    73      7778      8283  858687    90  92                
283	SURSKIT	Pond Skater Pokémon	Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.	"Medium (max: 1,000,000 EXP)"	200	"  1,145,  7, 98, 13,230, 19,346, 25, 61, 31, 97, 37, 54, 37,114, 43,226"	40	30	32	65	50	52	63	"2,3"	"193, 341, 60, 56, 170, 324, 450"	"50% female, 50% male"	70	3840	","	"0,0,0,1,0,0"	Swift Swim	BUG/WATER	    03    06      1011  1314    171819  2122        27    30  32                  4243444546                      58                      70            7778      8283      87    90                    
284	MASQUERAIN	Eyeball Pokémon	It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.	"Medium (max: 1,000,000 EXP)"	75	"  1,466,  1,145,  1, 98,  1,230,  1,346,  7, 98, 13,230, 19,346, 22, 16, 26,184, 33, 78, 40,318, 47,403, 54, 18, 61,405"	70	60	62	60	80	82	128	"2,3"		"50% female, 50% male"	70	3840	","	"0,0,0,0,1,1"	Intimidate	BUG/FLYING	    03    06      1011  131415  171819  2122        27    30  32              40  4243444546        51  53        58      62          68  70            7778      8283      87  8990            H5      
285	SHROOMISH	Mushroom Pokémon	Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.	"Fluctuating (max: 1,640,000 EXP)"	255	"  1, 71,  5, 33,  9, 78, 13, 73, 17, 72, 21, 29, 25, 77, 29,388, 33, 74, 37,202, 41,402, 45,147"	60	40	60	35	40	60	65	"6,7"	"313, 207, 204, 206, 270, 388, 358, 402"	"50% female, 50% male"	70	3840	","	"1,0,0,0,0,0"	"Effect Spore, Poison Heal"	GRASS	          06    091011          17  19202122        27        32      36          42434445      49      53        58                      70        75    78      8283    8687    90                    
286	BRELOOM	Mushroom Pokémon	It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.	"Fluctuating (max: 1,640,000 EXP)"	90	"  1, 71,  1, 33,  1, 78,  1, 73,  5, 33,  9, 78, 13, 73, 17, 72, 21, 29, 23,183, 25, 68, 29,395, 33,327, 37,170, 41,402, 45,223"	60	130	80	70	60	60	165	"6,7"		"50% female, 50% male"	70	3840	","	"0,2,0,0,0,0"	"Effect Spore, Poison Heal"	GRASS/FIGHTING	01        06  08091011      15  17  1920212223      27      3132      36    39    42434445      49    5253    56  58  60              68  7071      75    78  80  8283    8687    90    H1    H4  H6    
287	SLAKOTH	Slacker Pokémon	"Its heart beats at a tenfold tempo, so it cannot sit still for even a moment."	"Slow (max: 1,250,000 EXP)"	255	"  1, 10,  1,281,  7,227, 13,303, 19,185, 25,133, 31,343, 37, 68, 43,175"	60	60	60	30	35	35	83	"5,5"	"228, 163, 34, 173, 306, 174, 214, 359, 400"	"50% female, 50% male"	70	3840	","	"1,0,0,0,0,0"	Truant	NORMAL	01  03    06  08  1011  1314    1718    2122  2425  27    303132  3435    383940  42434445                    56  58            65                        78  80  8283      87    90    H1    H4  H6    
288	VIGOROTH	Wild Monkey Pokémon	"The world’s laziest Pokémon. When it is lounging, it is actually saving energy for striking back."	"Slow (max: 1,250,000 EXP)"	120	"  1, 10,  1,116,  1,227,  1,253,  7,227, 13,253, 19,154, 25,203, 31,163, 37, 68, 43,264, 49,179"	80	80	80	90	55	55	126	"5,5"		"50% female, 50% male"	70	3840	","	"0,0,0,2,0,0"	Vital Spirit	NORMAL	01  03  0506  08  1011121314    1718    2122  24252627    303132  3435    383940  42434445            52      56  58            65                        78  80  8283      87    90    H1    H4  H6  H8
289	SLAKING	Lazy Pokémon	"It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."	"Slow (max: 1,250,000 EXP)"	45	"  1, 10,  1,281,  1,227,  1,303,  7,227, 13,303, 19,185, 25,133, 31,343, 36,207, 37, 68, 43,175, 49,374, 55,386, 61,359"	150	160	100	100	95	65	210	"5,5"		"50% female, 50% male"	70	3840	","	"3,0,0,0,0,0"	Truant	NORMAL	01  03  0506  08  101112131415  1718    2122  24252627    303132  3435    383940  42434445            52      56  58            65    68                  78  80  8283      87    90    H1    H4  H6  H8
290	NINCADA	Trainee Pokémon	"Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."	"Erratic (max: 600,000 EXP)"	255	"  1, 10,  1,106,  5,141,  9, 28, 14,154, 19,170, 25,206, 31,189, 38,232, 45, 91"	31	45	90	40	30	30	65	"3,3"	"203, 185, 16, 318, 405, 400, 450"	"50% female, 50% male"	70	3840	","	"0,0,1,0,0,0"	Compoundeyes	BUG/GROUND	          06      1011          17  19  2122        2728  30  32        37    40  424344                  54      58                      70                    818283      87    90    H1              
291	NINJASK	Ninja Pokémon	A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit.	"Erratic (max: 600,000 EXP)"	120	"  1,450,  1, 10,  1,106,  1,141,  1, 28,  5,141,  9, 28, 14,154, 19,170, 20,104, 20,210, 20,103, 25, 14, 31,163, 38, 97, 45,226, 52,404"	61	90	45	160	50	50	155	"3,3"		"50% female, 50% male"	70	3840	","	"0,0,0,2,0,0"	Speed Boost	BUG/FLYING	          06      1011      15  17  19  2122        2728  30  32        37    40  4243444546        51    54      58      62          68  70        75    78    818283      87  8990    H1      H5      
292	SHEDINJA	Shed Pokémon	"Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."	"Erratic (max: 600,000 EXP)"	45	"  1, 10,  1,106,  5,141,  9, 28, 14,154, 19,170, 25,180, 31,109, 38,425, 45,288, 52,377, 59,247"	1	90	45	40	30	30	95	"10,10"		Genderless	70	3840	","	"2,0,0,0,0,0"	Wonder Guard	BUG/GHOST	          06      1011      15  17  19  2122        2728  30  32        37    40  424344  46              54      58    61      65    68  70                    818283  85  87    90    H1              
293	WHISMUR	Whisper Pokémon	The shock waves from its cries can tip over trucks. It stamps its feet to power up.	"Parabolic (max: 1,059,860 EXP)"	190	"  1,  1,  5,253, 11,310, 15,336, 21, 48, 25, 23, 31,103, 35, 46, 41,156, 41,214, 45,304"	64	51	23	28	51	23	68	"1,5"	"36, 173, 207, 326, 265, 108, 283"	"50% female, 50% male"	70	5120	","	"1,0,0,0,0,0"	Soundproof	NORMAL	    03  0506      1011  1314    1718    2122        27    30  32  3435    38      42434445                    56  58                                      78      8283      87    90                    
294	LOUDRED	Big Voice Pokémon	Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.	"Parabolic (max: 1,059,860 EXP)"	120	"  1,  1,  1,253,  1,310,  1,336,  5,253, 11,310, 15,336, 20, 44, 23, 48, 29, 23, 37,103, 43, 46, 51,156, 51,214, 57,304"	84	71	43	48	71	43	126	"1,5"		"50% female, 50% male"	70	5120	","	"2,0,0,0,0,0"	Soundproof	NORMAL	    03  0506      1011121314    1718    2122      2627    303132  3435    3839  4142434445        50          56  58                                      78  80  8283      87    90          H4  H6    
295	EXPLOUD	Loud Noise Pokémon	It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.	"Parabolic (max: 1,059,860 EXP)"	45	"  1,423,  1,424,  1,422,  1,  1,  1,253,  1,310,  1,336,  5,253, 11,310, 15,336, 20, 44, 23, 48, 29, 23, 37,103, 40,242, 45, 46, 55,156, 55,214, 63,304, 71, 63"	104	91	63	68	91	63	184	"1,5"		"50% female, 50% male"	70	5120	","	"3,0,0,0,0,0"	Soundproof	NORMAL	    03  0506      101112131415  1718    2122      2627    303132  3435    3839  4142434445        50  52      56  58                  68      72          78  80  8283      87    90        H3H4  H6  H8
296	MAKUHITA	Guts Pokémon	It loves to match power with big-bodied Pokémon. It can knock a truck flying with its arm thrusts.	"Fluctuating (max: 1,640,000 EXP)"	180	"  1, 33,  1,116,  4, 28,  7,292, 10,233, 13,252, 16, 18, 19,282, 22,265, 25,187, 28,395, 31, 69, 34,358, 37,203, 40,370, 43,179"	72	60	30	25	20	30	87	"8,8"	"185, 197, 193, 270, 238, 279, 223, 68, 358, 418"	"25% female, 75% male"	70	5120	","	"1,0,0,0,0,0"	"Thick Fat, Guts"	FIGHTING	01        06  08  1011          1718    21        262728    3132            39    42434445            52      56  58                                      78  80  828384    87    90        H3H4  H6  H8
297	HARIYAMA	Arm Thrust Pokémon	A Pokémon that lives by water. It moves quickly on land by bouncing on its big tail.	"Fluctuating (max: 1,640,000 EXP)"	200	"  1,362,  1, 33,  1,116,  1, 28,  1,292,  4, 28,  7,292, 10,233, 13,252, 16, 18, 19,282, 22,265, 27,187, 32,395, 37, 69, 42,358, 47,203, 52,370, 57,179"	144	120	60	50	40	60	184	"8,8"		"25% female, 75% male"	70	5120	","	"2,0,0,0,0,0"	"Thick Fat, Guts"	FIGHTING	01        06  08  1011      15  1718    21        262728    3132            39    42434445            52    5556  58              66  68    71            78  80  828384    87    90        H3H4  H6  H8
298	AZURILL	Polka Dot Pokémon	"Its nose is a magnet. As a result, this Pokémon always keeps its face pointing north."	"Fast (max: 800,000 EXP)"	150	"  1,150,  2,204,  7, 39, 10,145, 15, 21, 18, 55"	50	20	40	20	20	40	33	"15,15"	"227, 47, 287, 21, 321, 313"	"75% female, 25% male"	70	2560	","	"1,0,0,0,0,0"	"Thick Fat, Huge Power"	NORMAL	    03    0607    10    1314    1718    21  23      27        32                  42434445                        58                                      78      8283      87    90        H3      H7  
299	NOSEPASS	Compass Pokémon	"It can’t stop itself from chasing moving things, and it runs in a circle, chasing its own tail."	"Medium (max: 1,000,000 EXP)"	255	"  1, 33,  7,106, 13, 88, 19,335, 25, 86, 31,157, 37,201, 43,156, 49,435, 55,444, 61,192, 67,199, 73,414"	30	45	135	30	45	90	108	"10,10"	"222, 205, 153, 38, 335"	"50% female, 50% male"	70	5120	","	"0,0,1,0,0,0"	"Sturdy, Magnet Pull"	ROCK	          06      101112        17      21    24252627        32  34    37  39  4142434445                        58          64        69  71  73    76  78  80  8283      87    90          H4  H6    
300	SKITTY	Kitten Pokémon	It is highly popular among female Trainers for its sublime fur. It does not keep a nest.	"Fast (max: 800,000 EXP)"	255	"  1,252,  1, 45,  1, 39,  1, 33,  4,213,  8, 47, 11,383, 15,  3, 18,274, 22,204, 25,185, 29,358, 32,343, 36,215, 39, 38, 42,445"	50	45	45	50	35	35	65	"5,6"	"270, 244, 253, 313, 273, 226, 164, 321, 387, 252, 428, 389"	"75% female, 25% male"	70	3840	","	"0,0,0,1,0,0"	"Cute Charm, Normalize"	NORMAL	    0304  06      1011  1314    1718  202122232425  2728  30  32  34              42434445                      5758              66      70    73      7778      8283  858687    90                    
301	DELCATTY	Prim Pokémon	It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.	"Fast (max: 800,000 EXP)"	60	"  1,252,  1,213,  1, 47,  1,  3"	70	65	65	70	55	55	138	"5,6"		"75% female, 25% male"	70	3840	","	"1,0,0,1,0,0"	"Cute Charm, Normalize"	NORMAL	    0304  06      1011  131415  1718  202122232425  2728  30  32  34              42434445                      5758              66  68  70    73      7778      8283  858687    90          H4  H6    
302	SABLEYE	Darkness Pokémon	Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.	"Parabolic (max: 1,059,860 EXP)"	45	"  1, 43,  1, 10,  4,193,  8,101, 11,310, 15,154, 18,252, 22,197, 25,425, 29,282, 32,185, 36,386, 39,421, 43,408, 46,109, 50,428, 53,247, 57,212"	50	75	75	50	65	65	98	"8,8"	"244, 105, 236, 417, 260"	"50% female, 50% male"	35	6400	","	"0,1,1,0,0,0"	"Keen Eye, Stall"	DARK/GHOST	01  0304  06      101112        1718    21          272829303132  34        3940414243444546    49            56  58    61  63  6566      70            777879    82838485  87    90    H1        H6    
303	MAWILE	Deceiver Pokémon	"It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars."	"Fast (max: 800,000 EXP)"	45	"  1,310,  6,313, 11, 44, 16,230, 21, 11, 26,185, 31,226, 36,242, 41,334, 46,389, 51,254, 51,256, 51,255, 56,442"	50	85	85	50	55	55	98	"5,6"	"14, 206, 305, 244, 246, 321, 389, 423, 424, 422, 386"	"50% female, 50% male"	70	5120	","	"0,1,1,0,0,0"	"Hyper Cutter, Intimidate"	STEEL	01        06      10111213  15  1718    2122        27    303132    3536373839  4142434445            52      565758        63    66  68            75    787980  8283    8687    9091        H4  H6    
304	ARON	Iron Armor Pokémon	"For food, it digs up iron ore. It smashes its steely body against others to fight over territory."	"Slow (max: 1,250,000 EXP)"	180	"  1, 33,  4,106,  8,189, 11, 29, 15,232, 18,334, 22, 46, 25, 36, 29,442, 32,182, 36,319, 39,231, 43, 38, 46,368"	50	70	100	30	40	40	96	"1,1"	"283, 34, 23, 265, 174, 103, 442, 407"	"50% female, 50% male"	35	8960	","	"0,0,1,0,0,0"	"Sturdy, Rock Head"	STEEL/ROCK	    03  0506      1011          1718    21  23    262728      32  34    37  3940  42434445                        58            65      69            76  78  80  8283      87    90    H1    H4  H6    
305	LAIRON	Iron Armor Pokémon	"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."	"Slow (max: 1,250,000 EXP)"	90	"  1, 33,  1,106,  1,189,  1, 29,  4,106,  8,189, 11, 29, 15,232, 18,334, 22, 46, 25, 36, 29,442, 34,182, 40,319, 45,231, 51, 38, 56,368"	60	90	140	40	50	50	152	"1,1"		"50% female, 50% male"	35	8960	","	"0,0,2,0,0,0"	"Sturdy, Rock Head"	STEEL/ROCK	    03  0506      1011          1718    21  23    262728      32  34    37  3940  42434445                        58            65      69  71        76  78  80  8283      87    90    H1    H4  H6    
306	AGGRON	Iron Armor Pokémon	"It eats just one berry a day. By enduring hunger, its spirit is tempered and made sharper."	"Slow (max: 1,250,000 EXP)"	45	"  1, 33,  1,106,  1,189,  1, 29,  4,106,  8,189, 11, 29, 15,232, 18,334, 22, 46, 25, 36, 29,442, 34,182, 40,319, 48,231, 57, 38, 65,368"	70	110	180	50	60	60	205	"1,1"		"50% female, 50% male"	35	8960	","	"0,0,3,0,0,0"	"Sturdy, Rock Head"	STEEL/ROCK	010203  0506      101112131415  1718    2122232425262728    3132  3435  37383940  42434445            52      56  5859          6566  6869  717273    76  787980  8283      87    9091  H1  H3H4  H6  H8
